STATE,TRACT,P012A002,P012A026,P012B001,P012B002,P012B026,P012C001,P012C002,P012C026,P012D001,P012D002,P012D026,P012E001,P012E002,P012E026,P012F001,P012F002,P012F026,P012G001,P012G002,P012G026,P012H001,P012H002,P012H026,P012I001,P012I002,P012I026,P013001,P013A001,P013B001,P013C001,P013D001,P013E001,P013F001,P013G001,P013H001,P013I001,state,county,tract
42,017401,2104,2228,96,49,47,2,1,1,109,51,58,3,2,1,40,21,19,58,34,24,131,59,72,4257,2073,2184,39.8,40,37,38,31,3,30,11,28,40,42,095,017401
42,017402,1798,1897,68,36,32,4,3,1,47,24,23,1,0,1,36,10,26,19,12,7,108,52,56,3625,1758,1867,45.9,46,38,59,32,50,29,20,24,47,42,095,017402
42,017501,1665,1945,61,28,33,1,1,0,52,23,29,0,0,0,18,8,10,48,29,19,76,40,36,3560,1639,1921,44.7,45,39,41,29,0,29,27,31,45,42,095,017501
42,017502,2072,2145,135,82,53,3,2,1,100,42,58,0,0,0,12,6,6,42,15,27,78,44,34,4157,2038,2119,41.9,42,16,8,33,0,32,9,24,43,42,095,017502
42,017601,3620,4022,216,111,105,5,3,2,253,116,137,1,1,0,128,58,70,66,29,37,370,199,171,7419,3495,3924,41.5,42,24,18,34,44,24,16,24,42,42,095,017601
42,017602,4130,4332,206,101,105,6,2,4,184,80,104,1,1,0,70,34,36,80,44,36,268,140,128,8270,4027,4243,38.4,38,36,14,31,39,33,16,35,38,42,095,017602
42,017603,1770,1873,94,47,47,3,2,1,28,16,12,0,0,0,44,24,20,39,18,21,202,93,109,3506,1709,1797,41.0,41,32,32,30,0,26,17,27,41,42,095,017603
42,017701,3321,3579,78,43,35,10,4,6,294,140,154,0,0,0,66,29,37,74,43,31,183,78,105,6780,3271,3509,40.6,41,36,9,36,0,28,17,31,41,42,095,017701
42,017702,1007,1033,12,6,6,0,0,0,34,16,18,0,0,0,15,6,9,40,20,20,54,26,28,2008,988,1020,48.9,49,40,0,48,0,32,21,28,50,42,095,017702
42,017800,831,833,53,29,24,6,3,3,9,3,6,0,0,0,109,55,54,56,36,20,282,166,116,1528,744,784,36.4,37,41,35,49,0,23,14,26,37,42,095,017800
42,017901,1558,1757,14,10,4,3,2,1,10,4,6,0,0,0,25,12,13,16,6,10,96,48,48,3253,1525,1728,40.8,41,38,22,28,0,25,26,27,41,42,095,017901
42,017902,1040,1150,3,3,0,1,0,1,1,0,1,0,0,0,13,5,8,15,5,10,43,18,25,2159,1025,1134,42.3,42,28,57,36,0,29,14,31,42,42,095,017902
42,018001,1957,1860,11,9,2,5,2,3,18,4,14,6,2,4,30,10,20,36,19,17,110,50,60,3747,1925,1822,40.6,40,36,27,21,33,24,35,30,41,42,095,018001
42,018002,2799,2945,44,22,22,11,4,7,101,51,50,0,0,0,38,19,19,23,12,11,143,79,64,5641,2741,2900,41.4,41,37,38,33,0,28,33,31,42,42,095,018002
42,018100,2353,2345,39,21,18,2,0,2,47,17,30,1,1,0,7,5,2,43,23,20,55,29,26,4653,2330,2323,40.4,40,30,25,38,56,28,34,35,40,42,095,018100
42,960100,2091,2078,25,14,11,2,1,1,8,3,5,1,0,1,7,2,5,18,7,11,18,6,12,4161,2089,2072,39.7,39,15,41,16,41,17,16,26,39,42,097,960100
42,960200,3247,3576,26,12,14,12,6,6,13,4,9,4,2,2,8,5,3,24,8,16,32,20,12,6804,3235,3569,39.1,39,13,40,41,29,31,8,20,39,42,097,960200
42,960300,2948,3366,158,87,71,8,7,1,14,4,10,0,0,0,63,35,28,102,50,52,144,70,74,6255,2926,3329,39.1,39,37,25,34,0,18,13,18,39,42,097,960300
42,960400,1729,1704,20,9,11,4,2,2,4,2,2,2,1,1,12,9,3,13,7,6,18,10,8,3420,1721,1699,40.6,40,16,39,51,24,16,17,35,40,42,097,960400
42,960500,1776,1905,13,7,6,8,5,3,14,7,7,0,0,0,4,2,2,15,10,5,26,11,15,3664,1771,1893,44.5,44,8,22,20,0,25,29,24,44,42,097,960500
42,960600,1726,1928,27,16,11,5,2,3,7,5,2,0,0,0,15,8,7,6,3,3,23,11,12,3645,1722,1923,40.4,40,21,14,14,0,12,7,22,40,42,097,960600
42,960700,1476,1538,4,3,1,0,0,0,12,4,8,1,1,0,4,2,2,15,8,7,15,10,5,3005,1470,1535,41.0,41,20,0,23,32,26,10,25,41,42,097,960700
42,960800,3094,3143,7,7,0,3,2,1,16,9,7,0,0,0,4,3,1,13,6,7,21,9,12,6220,3088,3132,41.8,41,18,43,38,0,42,33,35,41,42,097,960800
42,960900,1610,1809,0,0,0,1,1,0,3,1,2,1,0,1,1,0,1,11,5,6,6,2,4,3415,1608,1807,44.7,44,0,27,64,60,51,14,48,44,42,097,960900
42,961000,1605,1804,1,1,0,5,1,4,8,5,3,1,1,0,3,1,2,21,15,6,19,8,11,3395,1599,1796,44.0,44,4,43,45,35,17,12,34,44,42,097,961000
42,961100,1329,1560,3,1,2,5,3,2,10,5,5,0,0,0,13,10,3,22,12,10,38,20,18,2876,1325,1551,45.3,45,9,9,49,0,22,17,17,45,42,097,961100
42,961200,2548,1992,950,950,0,5,4,1,14,10,4,0,0,0,58,58,0,41,35,6,210,203,7,4414,2426,1988,37.9,41,30,36,32,0,29,16,31,42,42,097,961200
42,961300,1200,1383,4,3,1,1,0,1,12,7,5,0,0,0,4,4,0,15,4,11,10,6,4,2580,1200,1380,43.7,44,10,41,38,0,14,19,27,44,42,097,961300
42,961400,1137,1246,5,2,3,1,0,1,2,0,2,0,0,0,3,1,2,7,2,5,3,1,2,2383,1137,1246,43.1,43,33,43,12,0,13,18,13,43,42,097,961400
42,961500,1141,1307,1,1,0,2,2,0,15,5,10,0,0,0,7,4,3,16,11,5,23,13,10,2436,1136,1300,42.5,42,48,35,17,0,30,33,37,42,42,097,961500
42,961600,1374,1607,2,1,1,6,3,3,4,0,4,1,0,1,3,3,0,16,6,10,21,9,12,2962,1367,1595,40.6,40,67,29,56,48,16,27,19,40,42,097,961600
42,961700,1146,1341,7,3,4,0,0,0,6,2,4,0,0,0,1,1,0,6,4,2,8,6,2,2480,1141,1339,39.5,39,11,0,20,0,57,13,37,39,42,097,961700
42,961800,1826,1800,4,3,1,3,3,0,5,1,4,0,0,0,3,3,0,18,5,13,18,10,8,3613,1821,1792,40.3,40,12,49,35,0,48,19,18,40,42,097,961800
42,961900,2878,2896,16,11,5,3,0,3,10,2,8,3,2,1,17,10,7,33,21,12,27,16,11,5760,2869,2891,42.2,42,41,30,21,47,21,29,24,42,42,097,961900
42,962000,1681,1927,62,28,34,5,3,2,21,9,12,0,0,0,93,40,53,55,27,28,148,61,87,3570,1664,1906,36.3,37,16,43,28,0,16,9,18,37,42,097,962000
42,962100,1294,1381,38,26,12,3,3,0,4,0,4,0,0,0,34,20,14,25,13,12,60,34,26,2655,1283,1372,36.8,37,33,47,45,0,21,14,23,37,42,097,962100
42,962200,1722,2102,37,21,16,7,4,3,3,3,0,2,0,2,76,39,37,38,20,18,120,58,62,3789,1708,2081,37.0,37,24,37,36,17,24,14,21,37,42,097,962200
42,962300,2457,2423,15,9,6,1,0,1,5,2,3,0,0,0,4,4,0,12,2,10,17,11,6,4869,2451,2418,40.3,40,18,52,17,0,41,16,34,40,42,097,962300
42,962400,1412,1540,14,9,5,0,0,0,1,0,1,0,0,0,7,4,3,11,6,5,16,10,6,2943,1406,1537,44.6,44,12,0,34,0,10,31,9,44,42,097,962400
42,030100,2243,2343,29,18,11,5,0,5,10,4,6,0,0,0,2,2,0,21,11,10,35,17,18,4558,2230,2328,38.6,38,18,37,27,0,16,16,32,38,42,099,030100
42,030200,3621,3766,18,13,5,13,8,5,13,7,6,0,0,0,24,13,11,45,26,19,66,35,31,7343,3599,3744,37.4,37,12,39,26,0,15,28,17,37,42,099,030200
42,030301,2145,2306,17,10,7,6,2,4,4,1,3,1,0,1,12,5,7,30,13,17,34,14,20,4432,2136,2296,39.3,39,24,19,51,23,28,12,15,39,42,099,030301
42,030302,2325,2280,8,3,5,4,2,2,11,5,6,0,0,0,2,0,2,18,8,10,29,14,15,4579,2311,2268,36.4,36,13,32,17,0,35,21,23,36,42,099,030302
42,030400,2206,2369,9,3,6,0,0,0,10,3,7,0,0,0,7,3,4,32,16,16,18,7,11,4561,2201,2360,40.1,40,12,0,32,0,11,30,36,40,42,099,030400
42,030501,2521,2520,13,6,7,6,2,4,3,1,2,1,1,0,11,4,7,20,8,12,31,13,18,5023,2513,2510,35.2,35,19,48,40,36,17,23,38,35,42,099,030501
42,030502,2586,2658,17,13,4,7,6,1,7,2,5,1,1,0,11,4,7,20,12,8,25,14,11,5227,2575,2652,37.9,38,18,48,35,12,17,17,23,38,42,099,030502
42,030601,2115,2075,23,11,12,8,4,4,5,2,3,1,0,1,7,5,2,28,16,12,33,21,12,4171,2103,2068,36.6,36,14,51,10,24,25,19,24,36,42,099,030601
42,030602,1499,1386,55,49,6,4,2,2,2,0,2,1,1,0,16,15,1,20,18,2,30,28,2,2878,1493,1385,35.8,36,16,43,67,15,17,18,17,36,42,099,030602
42,000100,1215,913,338,182,156,6,4,2,104,52,52,0,0,0,25,15,10,49,26,23,92,57,35,2079,1183,896,33.1,32,44,34,29,0,29,31,33,32,42,101,000100
42,000200,105,57,74,44,30,1,1,0,1085,516,569,1,1,0,4,3,1,35,13,22,23,12,11,152,101,51,34.9,25,27,39,38,24,27,29,25,25,42,101,000200
42,000300,944,942,379,152,227,8,3,5,180,67,113,2,0,2,26,16,10,89,41,48,98,65,33,1821,899,922,36.4,37,44,40,27,40,24,24,29,37,42,101,000300
42,000400,1265,1998,552,220,332,8,2,6,369,192,177,2,2,0,40,21,19,79,42,37,122,65,57,3196,1230,1966,53.1,60,50,44,28,36,28,31,28,61,42,101,000400
42,000500,404,219,320,176,144,2,1,1,143,78,65,0,0,0,21,14,7,17,8,9,58,39,19,589,378,211,21.7,20,23,20,28,0,20,20,21,20,42,101,000500
42,000600,605,310,209,142,67,0,0,0,140,90,50,0,0,0,11,8,3,40,28,12,45,28,17,887,587,300,28.9,29,26,0,28,0,32,25,30,29,42,101,000600
42,000700,929,1109,151,78,73,2,2,0,282,143,139,2,1,1,23,16,7,66,38,28,117,66,51,1939,877,1062,31.5,33,35,21,28,38,29,28,27,34,42,101,000700
42,000800,3444,3689,266,125,141,3,3,0,855,371,484,4,4,0,70,38,32,130,64,66,296,153,143,6910,3330,3580,32.6,34,32,44,28,29,29,29,29,34,42,101,000800
42,000900,1776,1698,460,213,247,17,11,6,835,370,465,1,1,0,75,42,33,107,57,50,211,128,83,3334,1693,1641,28.6,28,40,36,27,20,28,27,29,28,42,101,000900
42,001000,2537,2753,182,92,90,6,2,4,221,107,114,2,1,1,53,31,22,54,24,30,144,70,74,5199,2500,2699,44.4,45,39,43,31,35,28,30,35,46,42,101,001000
42,001100,2575,2198,578,234,344,14,9,5,354,167,187,2,2,0,57,34,23,147,74,73,231,118,113,4630,2505,2125,32.4,32,37,33,28,40,28,28,29,32,42,101,001100
42,001200,3599,3401,483,251,232,16,10,6,430,200,230,1,1,0,94,49,45,124,69,55,307,169,138,6792,3482,3310,32.4,33,37,51,28,36,28,27,28,33,42,101,001200
42,001300,529,453,3167,1444,1723,7,2,5,58,29,29,0,0,0,61,39,22,78,36,42,97,67,30,949,505,444,35.3,33,36,36,26,0,29,25,29,33,42,101,001300
42,001400,723,449,2129,994,1135,24,12,12,114,55,59,3,1,2,48,28,20,95,53,42,135,82,53,1111,681,430,35.7,32,39,29,28,43,25,29,26,32,42,101,001400
42,001500,750,625,576,304,272,9,5,4,102,50,52,5,4,1,30,18,12,82,45,37,86,57,29,1344,733,611,35.7,35,40,28,27,27,25,27,29,35,42,101,001500
42,001600,879,774,162,85,77,1,0,1,71,32,39,3,2,1,36,20,16,55,25,30,93,56,37,1603,847,756,33.5,34,34,1,29,37,28,30,31,33,42,101,001600
42,001700,958,947,383,175,208,9,5,4,50,20,30,0,0,0,21,11,10,47,22,25,84,49,35,1850,929,921,34.3,34,37,23,30,0,28,27,29,34,42,101,001700
42,001800,776,869,525,238,287,6,3,3,134,73,61,0,0,0,24,14,10,64,34,30,70,40,30,1608,755,853,37.9,39,36,32,30,0,31,32,32,39,42,101,001800
42,001900,77,42,2407,1097,1310,12,4,8,36,24,12,2,1,1,59,43,16,51,28,23,118,84,34,96,58,38,30.8,35,31,37,30,15,23,27,23,37,42,101,001900
42,002000,13,9,2266,1016,1250,10,5,5,20,11,9,0,0,0,1,0,1,15,6,9,11,2,9,21,13,8,34.3,43,34,10,38,0,21,26,21,43,42,101,002000
42,002100,23,18,2238,974,1264,16,5,11,13,6,7,0,0,0,0,0,0,32,14,18,15,7,8,33,18,15,34.6,20,34,44,33,0,0,36,10,21,42,101,002100
42,002200,175,108,1752,800,952,6,2,4,74,38,36,0,0,0,30,19,11,37,23,14,88,53,35,247,154,93,34.8,34,35,47,30,0,28,34,26,35,42,101,002200
42,002300,864,886,221,109,112,2,0,2,396,196,200,1,1,0,37,21,16,73,39,34,115,66,49,1667,819,848,39.1,43,29,44,30,22,27,30,31,43,42,101,002300
42,002400,1271,1383,779,375,404,10,6,4,796,434,362,0,0,0,79,44,35,108,63,45,274,157,117,2502,1188,1314,37.5,41,31,29,33,0,28,28,28,42,42,101,002400
42,002500,781,765,1380,599,781,8,2,6,102,56,46,0,0,0,24,13,11,89,44,45,133,62,71,1475,748,727,36.0,41,29,50,30,0,26,29,29,41,42,101,002500
42,002600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,002600
42,002700,1999,2313,1674,750,924,18,7,11,1119,558,561,9,6,3,332,180,152,194,98,96,683,342,341,4038,1879,2159,33.8,40,24,38,23,35,27,24,28,41,42,101,002700
42,002800,2530,3039,719,311,408,17,10,7,2369,1171,1198,10,4,6,287,168,119,284,153,131,701,406,295,5239,2327,2912,37.7,45,24,29,29,34,25,30,25,46,42,101,002800
42,002900,1676,1881,82,38,44,7,3,4,213,112,101,1,0,1,73,35,38,117,66,51,181,102,79,3474,1626,1848,42.7,44,34,54,33,32,27,31,28,44,42,101,002900
42,003000,618,585,3986,1742,2244,16,6,10,2625,1326,1299,12,9,3,114,67,47,204,103,101,244,138,106,1152,591,561,33.3,52,30,30,31,25,23,27,21,52,42,101,003000
42,003100,33,22,4932,2171,2761,15,10,5,75,37,38,3,0,3,21,9,12,60,29,31,44,22,22,47,29,18,34.5,56,34,56,26,7,30,29,22,62,42,101,003100
42,003200,207,272,4968,2168,2800,18,7,11,19,8,11,0,0,0,16,6,10,87,45,42,58,25,33,469,204,265,30.7,39,29,41,38,0,24,18,22,40,42,101,003200
42,003300,1227,1406,3437,1462,1975,10,5,5,30,13,17,0,0,0,54,29,25,71,39,32,113,56,57,2590,1208,1382,30.3,40,23,18,26,0,20,25,24,40,42,101,003300
42,003400,44,44,153,64,89,0,0,0,121,64,57,0,0,0,0,0,0,1,1,0,6,3,3,84,41,43,42.6,51,41,0,32,0,0,41,28,55,42,101,003400
42,003500,50,44,29,6,23,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,94,50,44,40.0,40,39,0,0,0,27,15,27,40,42,101,003500
42,003600,941,1094,3358,1294,2064,3,2,1,206,103,103,3,2,1,27,14,13,92,46,46,95,51,44,1998,919,1079,34.8,47,27,18,26,34,26,27,31,47,42,101,003600
42,003701,387,478,5385,2267,3118,18,9,9,602,319,283,2,1,1,67,34,33,122,55,67,113,52,61,855,382,473,28.6,54,25,38,25,41,12,29,17,54,42,101,003701
42,003702,910,1044,1128,473,655,8,5,3,196,101,95,3,2,1,22,12,10,61,39,22,77,40,37,1918,891,1027,35.8,47,23,48,26,26,34,13,22,47,42,101,003702
42,003800,1684,1974,65,26,39,4,2,2,44,21,23,0,0,0,11,10,1,69,26,43,49,31,18,3622,1664,1958,43.3,44,34,48,29,0,29,35,29,44,42,101,003800
42,003901,2193,2519,693,278,415,16,11,5,610,314,296,1,1,0,71,41,30,89,53,36,176,97,79,4627,2149,2478,39.9,43,30,25,30,50,25,31,28,44,42,101,003901
42,003902,2593,2946,4,2,2,3,1,2,34,12,22,0,0,0,7,4,3,43,27,16,70,32,38,5482,2568,2914,42.4,42,45,43,26,0,25,36,24,42,42,101,003902
42,004001,1696,2029,46,28,18,13,8,5,113,56,57,1,1,0,40,25,15,98,54,44,136,79,57,3649,1650,1999,41.9,43,28,26,28,12,25,28,21,43,42,101,004001
42,004002,2213,2719,16,9,7,3,2,1,18,11,7,0,0,0,12,9,3,43,20,23,91,54,37,4862,2174,2688,42.6,42,22,24,35,0,36,26,22,43,42,101,004002
42,004101,939,1082,1876,835,1041,24,7,17,1419,709,710,0,0,0,163,96,67,234,124,110,336,190,146,1876,859,1017,33.5,45,28,24,25,0,21,29,26,46,42,101,004101
42,004102,2207,2597,828,372,456,19,10,9,1281,705,576,20,13,7,123,66,57,241,151,90,355,201,154,4634,2101,2533,33.6,39,19,37,28,29,23,29,23,40,42,101,004102
42,004201,2024,2341,512,219,293,7,4,3,361,182,179,5,5,0,87,51,36,112,59,53,268,152,116,4247,1955,2292,34.0,37,19,26,23,28,22,24,23,37,42,101,004201
42,004202,2085,2285,275,116,159,12,8,4,262,121,141,7,2,5,33,20,13,94,40,54,120,66,54,4293,2042,2251,36.1,37,29,31,28,9,19,25,20,37,42,101,004202
42,004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,004300
42,004400,279,345,276,126,150,0,0,0,149,64,85,1,1,0,11,4,7,27,11,16,46,17,29,595,268,327,36.2,40,30,0,32,25,21,34,17,41,42,101,004400
42,004500,1344,1606,14,8,6,1,0,1,36,18,18,0,0,0,21,11,10,44,26,18,32,18,14,2940,1338,1602,46.5,47,17,80,39,0,29,45,29,47,42,101,004500
42,004600,7,5,160,66,94,2,0,2,1,0,1,0,0,0,2,2,0,8,4,4,6,3,3,12,7,5,20.5,66,19,20,61,0,15,13,17,66,42,101,004600
42,004700,1154,1320,48,22,26,1,1,0,13,7,6,0,0,0,9,4,5,16,11,5,19,11,8,2461,1145,1316,48.3,49,14,32,12,0,29,35,16,49,42,101,004700
42,004800,211,258,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,469,211,258,54.0,53,32,0,0,0,0,79,0,53,42,101,004800
42,004900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,004900
42,005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,005000
42,005100,82,69,400,207,193,2,2,0,31,14,17,0,0,0,11,7,4,16,10,6,28,17,11,140,76,64,31.9,42,30,43,27,0,28,36,29,44,42,101,005100
42,005200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27.5,27,0,0,0,0,0,0,0,27,42,101,005200
42,005400,82,69,1036,505,531,3,2,1,24,16,8,0,0,0,9,2,7,25,9,16,27,13,14,142,75,67,36.5,37,37,35,30,0,29,22,27,37,42,101,005400
42,005500,818,899,3735,1705,2030,10,4,6,135,63,72,2,2,0,52,31,21,126,64,62,131,80,51,1660,782,878,37.7,43,35,55,29,49,28,23,26,44,42,101,005500
42,005600,50,36,1092,449,643,5,1,4,18,9,9,0,0,0,12,8,4,17,7,10,32,14,18,77,46,31,28.3,49,27,28,29,0,27,18,30,49,42,101,005600
42,005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,005700
42,005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,005800
42,005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,005900
42,006000,1538,1795,2405,1068,1337,10,5,5,201,102,99,0,0,0,27,16,11,151,65,86,85,44,41,3304,1525,1779,36.3,45,28,45,28,0,27,29,24,45,42,101,006000
42,006100,742,838,1189,532,657,2,1,1,111,57,54,0,0,0,26,17,9,49,22,27,52,28,24,1566,735,831,39.2,46,32,46,29,0,24,25,24,46,42,101,006100
42,006200,917,1063,1752,806,946,18,9,9,272,138,134,0,0,0,31,17,14,74,39,35,77,39,38,1967,911,1056,29.7,38,22,16,29,0,25,20,23,38,42,101,006200
42,006300,370,324,2959,1358,1601,5,2,3,749,374,375,0,0,0,31,16,15,108,51,57,112,60,52,667,351,316,26.8,43,24,41,24,0,26,23,24,44,42,101,006300
42,006400,473,483,2777,1234,1543,15,7,8,760,387,373,0,0,0,25,15,10,125,59,66,108,51,57,940,469,471,27.4,44,23,39,22,0,19,20,22,44,42,101,006400
42,006500,17,35,5053,2269,2784,10,2,8,32,15,17,7,1,6,18,8,10,59,25,34,69,27,42,38,12,26,32.8,56,32,52,39,7,29,32,30,59,42,101,006500
42,006600,213,265,2799,1212,1587,10,3,7,566,277,289,2,1,1,15,8,7,109,50,59,99,56,43,434,188,246,29.0,47,26,48,26,21,39,18,28,49,42,101,006600
42,006700,1311,1519,3582,1584,1998,6,1,5,369,190,179,2,1,1,76,38,38,126,66,60,164,89,75,2762,1272,1490,28.9,43,20,57,26,52,24,20,26,43,42,101,006700
42,006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,41,0,0,42,101,006800
42,006900,44,70,2546,1018,1528,3,1,2,1,0,1,1,1,0,23,11,12,22,10,12,21,11,10,112,43,69,24.6,61,23,55,55,44,31,30,26,61,42,101,006900
42,007000,13,20,4424,1947,2477,15,9,6,29,13,16,0,0,0,26,15,11,61,21,40,43,26,17,33,13,20,30.4,46,30,45,26,0,26,31,19,46,42,101,007000
42,007100,58,130,7848,3476,4372,13,7,6,61,33,28,6,3,3,48,22,26,146,75,71,112,47,65,173,51,122,32.3,75,31,31,25,24,31,35,26,77,42,101,007100
42,007200,50,32,5214,2274,2940,10,3,7,21,9,12,0,0,0,26,15,11,68,33,35,62,32,30,78,49,29,32.5,37,32,55,28,0,17,21,22,36,42,101,007200
42,007300,19,18,3105,1413,1692,9,7,2,40,22,18,0,0,0,9,5,4,55,16,39,36,14,22,29,14,15,30.9,43,30,25,31,0,12,28,13,49,42,101,007300
42,007400,44,54,4296,1908,2388,13,4,9,43,16,27,2,2,0,11,8,3,96,44,52,36,20,16,98,44,54,33.2,38,33,14,20,22,25,21,28,38,42,101,007400
42,007500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,42,101,007500
42,007600,853,605,344,295,49,0,0,0,502,255,247,0,0,0,67,43,24,48,28,20,143,80,63,1393,821,572,19.6,19,36,0,19,0,19,19,19,19,42,101,007600
42,007700,267,345,857,421,436,13,8,5,295,105,190,0,0,0,26,13,13,47,33,14,51,28,23,597,260,337,23.6,21,30,33,21,0,23,22,22,21,42,101,007700
42,007800,674,665,2901,1364,1537,14,9,5,164,69,95,4,2,2,42,19,23,226,119,107,125,62,63,1291,648,643,32.5,34,32,34,34,13,27,25,26,35,42,101,007800
42,007900,685,624,3037,1455,1582,9,4,5,200,94,106,3,0,3,60,30,30,159,92,67,129,65,64,1270,665,605,31.9,32,31,35,30,54,27,28,26,33,42,101,007900
42,008000,38,54,4289,1921,2368,8,2,6,31,18,13,0,0,0,10,7,3,51,21,30,35,18,17,87,36,51,35.5,51,35,39,27,0,32,36,27,50,42,101,008000
42,008100,21,31,8020,3408,4612,10,1,9,29,13,16,1,0,1,34,21,13,142,68,74,73,39,34,50,21,29,36.5,52,36,22,42,48,30,35,29,53,42,101,008100
42,008200,21,43,7025,3104,3921,21,6,15,40,18,22,2,1,1,23,13,10,122,45,77,83,36,47,61,20,41,39.7,66,39,63,30,38,26,32,23,65,42,101,008200
42,008301,42,71,4151,1813,2338,14,4,10,60,18,42,1,0,1,22,11,11,59,27,32,60,30,30,107,38,69,45.2,69,43,57,80,23,55,38,35,69,42,101,008301
42,008302,21,37,4357,1898,2459,11,3,8,22,13,9,0,0,0,17,11,6,70,28,42,60,26,34,45,17,28,36.5,35,36,53,24,0,18,32,29,39,42,101,008302
42,008400,22,34,4617,1986,2631,11,5,6,14,8,6,2,2,0,8,2,6,90,35,55,32,12,20,56,22,34,35.6,34,35,33,31,62,37,30,22,34,42,101,008400
42,008500,24,32,6241,2677,3564,22,14,8,52,22,30,2,1,1,38,17,21,128,58,70,88,47,41,54,23,31,37.0,48,37,43,39,19,32,29,25,51,42,101,008500
42,008600,479,470,4720,2127,2593,8,6,2,300,147,153,1,0,1,52,28,24,194,90,104,163,90,73,887,443,444,31.8,30,33,41,26,77,27,28,27,30,42,101,008600
42,008700,1541,1531,1957,1052,905,28,14,14,1246,660,586,3,2,1,106,50,56,321,177,144,235,123,112,2963,1476,1487,26.2,25,28,28,27,24,24,25,25,25,42,101,008700
42,008800,2512,2283,1107,508,599,14,5,9,2025,1065,960,6,3,3,148,83,65,212,116,96,344,180,164,4645,2436,2209,21.2,21,21,24,21,22,20,21,20,21,42,101,008800
42,008900,890,732,474,180,294,7,6,1,977,495,482,7,0,7,78,35,43,61,19,42,176,91,85,1545,848,697,20.8,20,22,20,20,19,22,20,19,20,42,101,008900
42,009000,2059,1503,992,476,516,18,15,3,598,320,278,21,12,9,58,34,24,203,129,74,208,106,102,3472,2016,1456,20.4,20,22,21,22,19,19,19,20,20,42,101,009000
42,009100,476,360,1521,662,859,18,5,13,302,157,145,5,3,2,50,26,24,80,42,38,90,46,44,820,466,354,30.1,24,39,34,25,75,30,26,25,24,42,101,009100
42,009200,39,35,2869,1257,1612,7,3,4,49,32,17,0,0,0,12,4,8,64,33,31,39,13,26,67,36,31,27.5,30,27,52,26,0,27,36,31,30,42,101,009200
42,009300,12,17,4489,1977,2512,13,3,10,6,1,5,1,1,0,28,13,15,43,23,20,41,15,26,27,10,17,33.7,57,33,38,39,13,25,32,24,57,42,101,009300
42,009400,6,12,3753,1566,2187,20,9,11,5,3,2,2,0,2,11,4,7,62,28,34,34,11,23,17,6,11,34.2,46,34,39,40,43,36,33,27,45,42,101,009400
42,009500,5,7,3500,1531,1969,18,12,6,6,3,3,2,0,2,10,3,7,40,18,22,28,14,14,11,5,6,34.4,47,34,36,37,70,39,49,28,35,42,101,009500
42,009600,37,34,4317,1919,2398,10,4,6,43,20,23,0,0,0,5,4,1,58,24,34,32,16,16,71,37,34,34.8,51,34,44,27,0,14,32,27,51,42,101,009600
42,009700,13,9,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,13,9,40.5,43,32,0,0,0,0,0,32,43,42,101,009700
42,009800,1168,1410,4566,2051,2515,27,11,16,284,146,138,0,0,0,72,28,44,241,102,139,157,70,87,2538,1149,1389,33.1,51,28,29,30,0,25,25,28,51,42,101,009800
42,009900,98,120,153,67,86,0,0,0,8,5,3,0,0,0,0,0,0,2,1,1,1,1,0,217,97,120,48.9,49,48,0,38,0,0,9,42,49,42,101,009900
42,010000,627,808,2539,1156,1383,16,5,11,82,40,42,0,0,0,69,41,28,77,32,45,157,81,76,1377,597,780,34.5,57,26,25,29,0,26,31,27,58,42,101,010000
42,010100,76,90,5455,2394,3061,21,12,9,32,20,12,0,0,0,39,10,29,128,46,82,111,40,71,154,71,83,36.4,50,36,45,31,0,33,31,27,51,42,101,010100
